file	location	id	asserted_label	actual_label	matches	is_obsolete	replaced_by	consider
TCF7L2.md	primary_functions[0].complex.term	GO:0070369	beta-catenin-TCF7L2 complex	beta-catenin-TCF7L2 complex	Yes	Yes		
TCF7L2.md	primary_functions[0].upstream[0].term	GO:0060070	canonical Wnt signaling pathway	canonical Wnt signaling pathway	Yes	Yes		
TCF7L2.md	primary_functions[0].upstream[1].term	GO:0045296	cadherin binding	cadherin binding	Yes	Yes		
TCF7L2.md	primary_functions[0].downstream[0].term	GO:0045944	positive regulation of transcription by RNA polymerase II	positive regulation of transcription by RNA polymerase II	Yes	Yes		
TCF7L2.md	primary_functions[0].downstream[1].term	GO:0006357	regulation of transcription by RNA polymerase II	regulation of transcription by RNA polymerase II	Yes	Yes		
TCF7L2.md	primary_functions[0].processes[0].term	GO:0060070	canonical Wnt signaling pathway	canonical Wnt signaling pathway	Yes	Yes		
TCF7L2.md	primary_functions[0].processes[1].term	GO:0008283	cell population proliferation	cell population proliferation	Yes	Yes		
TCF7L2.md	primary_functions[0].processes[2].term	GO:0060576	intestinal epithelial cell development	intestinal epithelial cell development	Yes	Yes		
TCF7L2.md	primary_functions[0].processes[3].term	GO:0036335	intestinal stem cell homeostasis	intestinal stem cell homeostasis	Yes	Yes		
TCF7L2.md	primary_functions[0].roles[0].term	GO:0090263	positive regulation of canonical Wnt signaling pathway	positive regulation of canonical Wnt signaling pathway	Yes	Yes		
TCF7L2.md	primary_functions[1].activity.term	GO:0003700	DNA-binding transcription factor activity	DNA-binding transcription factor activity	Yes	Yes		
TCF7L2.md	primary_functions[1].location.term	GO:0005634	nucleus	nucleus	Yes	Yes		
TCF7L2.md	primary_functions[1].upstream[0].term	GO:0009749	response to glucose	response to glucose	Yes	Yes		
TCF7L2.md	primary_functions[1].downstream[0].term	GO:0030073	insulin secretion	insulin secretion	Yes	Yes		
TCF7L2.md	primary_functions[1].downstream[1].term	GO:0042593	glucose homeostasis	glucose homeostasis	Yes	Yes		
TCF7L2.md	primary_functions[1].processes[0].term	GO:0050796	regulation of insulin secretion	regulation of insulin secretion	Yes	Yes		
TCF7L2.md	primary_functions[1].processes[1].term	GO:0042593	glucose homeostasis	glucose homeostasis	Yes	Yes		
TCF7L2.md	primary_functions[1].processes[2].term	GO:0061178	regulation of insulin secretion involved in cellular response to glucose stimulus	regulation of insulin secretion involved in cellular response to glucose stimulus	Yes	Yes		
TCF7L2.md	primary_functions[1].roles[0].term	GO:0046326	positive regulation of glucose import	positive regulation of D-glucose import	No	Yes		
TCF7L2.md	phenotypes[0].effects[0].term	HP:0005978	Type II diabetes mellitus	Type II diabetes mellitus	Yes	Yes		
TCF7L2.md	phenotypes[0].effects[1].term	MONDO:0005148	type 2 diabetes mellitus	type 2 diabetes mellitus	Yes	Yes		
TCF7L2.md	phenotypes[0].effects[2].term	HP:0000855	Insulin resistance	Insulin resistance	Yes	Yes		
TCF7L2.md	phenotypes[0].effects[3].term	HP:0003074	Hyperglycemia	Hyperglycemia	Yes	Yes		
TCF7L2.md	phenotypes[1].effects[0].term	HP:0003003	Colon cancer	Colon cancer	Yes	Yes		
TCF7L2.md	phenotypes[1].effects[1].term	HP:0100242	Sarcoma	Sarcoma	Yes	Yes		
TCF7L2.md	phenotypes[1].effects[2].term	HP:0002896	Neoplasm of the liver	Neoplasm of the liver	Yes	Yes		
STAT4.md	primary_functions[0].activity.term	GO:0003700	DNA-binding transcription factor activity	DNA-binding transcription factor activity	Yes	Yes		
STAT4.md	primary_functions[0].location.term	GO:0005634	nucleus	nucleus	Yes	Yes		
STAT4.md	primary_functions[0].upstream[0].term	GO:0035722	interleukin-12-mediated signaling pathway	interleukin-12-mediated signaling pathway	Yes	Yes		
STAT4.md	primary_functions[0].downstream[0].term	GO:0045944	positive regulation of transcription by RNA polymerase II	positive regulation of transcription by RNA polymerase II	Yes	Yes		
STAT4.md	primary_functions[0].processes[0].term	GO:0042088	T-helper 1 type immune response	T-helper 1 type immune response	Yes	Yes		
STAT4.md	primary_functions[0].processes[1].term	GO:0032729	positive regulation of type II interferon production	positive regulation of type II interferon production	Yes	Yes		
STAT4.md	primary_functions[1].activity.term	GO:0070757	interleukin-23-mediated signaling pathway	interleukin-35-mediated signaling pathway	No	Yes		
STAT4.md	primary_functions[1].processes[0].term	GO:0072539	T-helper 17 cell differentiation	T-helper 17 cell differentiation	Yes	Yes		
STAT4.md	primary_functions[1].processes[1].term	GO:0032740	positive regulation of interleukin-17 production	positive regulation of interleukin-17 production	Yes	Yes		
STAT4.md	primary_functions[1].roles[0].term	GO:0030101	natural killer cell activation	natural killer cell activation	Yes	Yes		
STAT4.md	phenotypes[0].effects[0].term	HP:0005419	Decreased T cell activation	Decreased T cell activation	Yes	Yes		
STAT4.md	phenotypes[0].effects[1].term	HP:0003212	Increased circulating IgE level	Increased circulating IgE concentration	No	Yes		
STAT4.md	phenotypes[0].effects[2].term	HP:0002719	Recurrent infections	Recurrent infections	Yes	Yes		
STAT4.md	phenotypes[0].effects[3].term	HP:0002960	Autoimmunity	Autoimmunity	Yes	Yes		
STAT4.md	phenotypes[1].effects[0].term	MONDO:0007179	autoimmune disease	autoimmune disease	Yes	Yes		
STAT4.md	phenotypes[1].effects[1].term	MONDO:0008383	rheumatoid arthritis	rheumatoid arthritis	Yes	Yes		
STAT4.md	phenotypes[1].effects[2].term	MONDO:0007915	systemic lupus erythematosus	systemic lupus erythematosus	Yes	Yes		
STAT4.md	phenotypes[1].effects[3].term	MONDO:0010413	Sjögren syndrome	intellectual disability, X-linked 95	No	Yes		
GSK3B.md	primary_functions[0].activity.term	GO:0004674	protein serine/threonine kinase activity	protein serine/threonine kinase activity	Yes	Yes		
GSK3B.md	primary_functions[0].location.term	GO:0005737	cytoplasm	cytoplasm	Yes	Yes		
GSK3B.md	primary_functions[0].complex.term	GO:0030877	beta-catenin destruction complex	beta-catenin destruction complex	Yes	Yes		
GSK3B.md	primary_functions[0].upstream[0].term	GO:0005524	ATP binding	ATP binding	Yes	Yes		
GSK3B.md	primary_functions[0].upstream[1].term	GO:0042803	protein homodimerization activity	protein homodimerization activity	Yes	Yes		
GSK3B.md	primary_functions[0].downstream[0].term	GO:0006468	protein phosphorylation	protein phosphorylation	Yes	Yes		
GSK3B.md	primary_functions[0].downstream[1].term	GO:0016567	protein ubiquitination	protein ubiquitination	Yes	Yes		
GSK3B.md	primary_functions[0].processes[0].term	GO:0090090	negative regulation of canonical Wnt signaling pathway	negative regulation of canonical Wnt signaling pathway	Yes	Yes		
GSK3B.md	primary_functions[0].processes[1].term	GO:0060070	canonical Wnt signaling pathway	canonical Wnt signaling pathway	Yes	Yes		
GSK3B.md	primary_functions[0].roles[0].term	GO:0004674	protein serine/threonine kinase activity	protein serine/threonine kinase activity	Yes	Yes		
GSK3B.md	primary_functions[1].activity.term	GO:0004674	protein serine/threonine kinase activity	protein serine/threonine kinase activity	Yes	Yes		
GSK3B.md	primary_functions[1].location.term	GO:0005737	cytoplasm	cytoplasm	Yes	Yes		
GSK3B.md	primary_functions[1].upstream[0].term	GO:0005080	protein kinase C binding	protein kinase C binding	Yes	Yes		
GSK3B.md	primary_functions[1].downstream[0].term	GO:0045719	negative regulation of glycogen biosynthetic process	negative regulation of glycogen biosynthetic process	Yes	Yes		
GSK3B.md	primary_functions[1].processes[0].term	GO:0005979	regulation of glycogen biosynthetic process	regulation of glycogen biosynthetic process	Yes	Yes		
GSK3B.md	primary_functions[1].processes[1].term	GO:0046627	negative regulation of insulin receptor signaling pathway	negative regulation of insulin receptor signaling pathway	Yes	Yes		
GSK3B.md	primary_functions[1].roles[0].term	GO:0032868	response to insulin	response to insulin	Yes	Yes		
GSK3B.md	primary_functions[2].activity.term	GO:0050321	tau-protein kinase activity	tau-protein kinase activity	Yes	Yes		
GSK3B.md	primary_functions[2].location.term	GO:0043025	neuronal cell body	neuronal cell body	Yes	Yes		
GSK3B.md	primary_functions[2].downstream[0].term	GO:1904426	positive regulation of GTP binding	positive regulation of GTP binding	Yes	Yes		
GSK3B.md	primary_functions[2].processes[0].term	GO:1901216	positive regulation of neuron death	obsolete positive regulation of neuron death	No	Yes		
GSK3B.md	primary_functions[2].processes[1].term	GO:0031175	neuron projection development	neuron projection development	Yes	Yes		
GSK3B.md	primary_functions[2].roles[0].term	GO:0006468	protein phosphorylation	protein phosphorylation	Yes	Yes		
GSK3B.md	phenotypes[0].effects[0].term	HP:0003074	Hyperglycemia	Hyperglycemia	Yes	Yes		
GSK3B.md	phenotypes[0].effects[1].term	HP:0100543	Cognitive impairment	Cognitive impairment	Yes	Yes		
GSK3B.md	phenotypes[0].effects[2].term	HP:0002664	Neoplasm	Neoplasm	Yes	Yes		
GSK3B.md	phenotypes[1].effects[0].term	HP:0002120	Cerebral cortical atrophy	Cerebral cortical atrophy	Yes	Yes		
GSK3B.md	phenotypes[1].effects[1].term	HP:0002185	Neurofibrillary tangles	Neurofibrillary tangles	Yes	Yes		
GSK3B.md	phenotypes[1].effects[2].term	HP:0001268	Mental deterioration	Mental deterioration	Yes	Yes		
GSK3B.md	phenotypes[2].effects[0].term	HP:0001943	Hypoglycemia	Hypoglycemia	Yes	Yes		
GSK3B.md	phenotypes[2].effects[1].term	HP:0002230	Generalized hirsutism	Generalized hirsutism	Yes	Yes		
GSK3B.md	phenotypes[2].effects[2].term	HP:0001249	Intellectual disability	Intellectual disability	Yes	Yes		
STAT1.md	primary_functions[0].activity.term	GO:0003700	DNA-binding transcription factor activity	DNA-binding transcription factor activity	Yes	Yes		
STAT1.md	primary_functions[0].location.term	GO:0005634	nucleus	nucleus	Yes	Yes		
STAT1.md	primary_functions[0].upstream[0].term	GO:0042976	activation of Janus kinase activity	activation of Janus kinase activity	Yes	Yes		
STAT1.md	primary_functions[0].downstream[0].term	GO:0045944	positive regulation of transcription by RNA polymerase II	positive regulation of transcription by RNA polymerase II	Yes	Yes		
STAT1.md	primary_functions[0].processes[0].term	GO:0007259	cell surface receptor signaling pathway via JAK-STAT	cell surface receptor signaling pathway via JAK-STAT	Yes	Yes		
STAT1.md	primary_functions[0].processes[1].term	GO:0019221	cytokine-mediated signaling pathway	cytokine-mediated signaling pathway	Yes	Yes		
STAT1.md	primary_functions[0].processes[1].is_any_of[0].term	GO:0060337	type I interferon-mediated signaling pathway	type I interferon-mediated signaling pathway	Yes	Yes		
STAT1.md	primary_functions[0].processes[1].is_any_of[1].term	GO:0060333	type II interferon-mediated signaling pathway	type II interferon-mediated signaling pathway	Yes	Yes		
STAT1.md	primary_functions[0].roles[0].term	GO:0001937	negative regulation of endothelial cell proliferation	negative regulation of endothelial cell proliferation	Yes	Yes		
STAT1.md	phenotypes[0].effects[0].term	HP:0002719	Recurrent infections	Recurrent infections	Yes	Yes		
STAT1.md	phenotypes[0].effects[1].term	MONDO:0013956	Mendelian susceptibility to mycobacterial diseases due to partial STAT1 deficiency	Mendelian susceptibility to mycobacterial diseases due to partial STAT1 deficiency	Yes	Yes		
STAT1.md	phenotypes[1].effects[0].term	HP:0002728	Chronic mucocutaneous candidiasis	Chronic mucocutaneous candidiasis	Yes	Yes		
STAT1.md	phenotypes[1].effects[1].term	MONDO:0013427	immunodeficiency 31B	immunodeficiency 31B	Yes	Yes		
STAT1.md	phenotypes[1].effects[2].term	HP:0002960	Autoimmunity	Autoimmunity	Yes	Yes		
STAT1.md	phenotypes[1].effects[3].term	HP:0100646	Thyroiditis	Thyroiditis	Yes	Yes		
STAT1.md	phenotypes[1].effects[4].term	HP:0200123	Chronic hepatitis	Chronic hepatitis	Yes	Yes		
SOCS2.md	primary_functions[0].activity.term	GO:0019209	kinase regulator activity	kinase activator activity	No	Yes		
SOCS2.md	primary_functions[0].location.term	GO:0005737	cytoplasm	cytoplasm	Yes	Yes		
SOCS2.md	primary_functions[0].upstream[0].term	GO:0060396	growth hormone receptor signaling pathway	growth hormone receptor signaling pathway	Yes	Yes		
SOCS2.md	primary_functions[0].downstream[0].term	GO:0046627	negative regulation of insulin receptor signaling pathway	negative regulation of insulin receptor signaling pathway	Yes	Yes		
SOCS2.md	primary_functions[0].processes[0].term	GO:0040036	regulation of fibroblast growth factor receptor signaling pathway	regulation of fibroblast growth factor receptor signaling pathway	Yes	Yes		
SOCS2.md	primary_functions[0].processes[1].term	GO:0009968	negative regulation of signal transduction	negative regulation of signal transduction	Yes	Yes		
SOCS2.md	primary_functions[1].activity.term	GO:0031625	ubiquitin protein ligase binding	ubiquitin protein ligase binding	Yes	Yes		
SOCS2.md	primary_functions[1].processes[0].term	GO:0016567	protein ubiquitination	protein ubiquitination	Yes	Yes		
SOCS2.md	primary_functions[1].processes[1].term	GO:0030163	protein catabolic process	protein catabolic process	Yes	Yes		
SOCS2.md	primary_functions[1].roles[0].term	GO:0040014	regulation of multicellular organism growth	regulation of multicellular organism growth	Yes	Yes		
SOCS2.md	phenotypes[0].effects[0].term	HP:0000098	Tall stature	Tall stature	Yes	Yes		
SOCS2.md	phenotypes[0].effects[1].term	HP:0002652	Skeletal dysplasia	Skeletal dysplasia	Yes	Yes		
SOCS2.md	phenotypes[0].effects[2].term	HP:0003712	Skeletal muscle hypertrophy	Skeletal muscle hypertrophy	Yes	Yes		
SOCS2.md	phenotypes[0].effects[3].term	HP:0000831	Insulin-dependent diabetes mellitus	Insulin-resistant diabetes mellitus	No	Yes		
SOCS2.md	phenotypes[0].effects[4].term	HP:0001548	Overgrowth	Overgrowth	Yes	Yes		
SOCS2.md	phenotypes[1].effects[0].term	HP:0001510	Growth delay	Growth delay	Yes	Yes		
SOCS2.md	phenotypes[1].effects[1].term	HP:0000144	Decreased fertility	Decreased fertility	Yes	Yes		
LEF1.md	primary_functions[0].activity.term	GO:0003700	DNA-binding transcription factor activity	DNA-binding transcription factor activity	Yes	Yes		
LEF1.md	primary_functions[0].location.term	GO:0005634	nucleus	nucleus	Yes	Yes		
LEF1.md	primary_functions[0].complex.term	GO:1990907	beta-catenin-TCF complex	beta-catenin-TCF complex	Yes	Yes		
LEF1.md	primary_functions[0].upstream[0].term	GO:0060070	canonical Wnt signaling pathway	canonical Wnt signaling pathway	Yes	Yes		
LEF1.md	primary_functions[0].upstream[1].term	GO:0045296	cadherin binding	cadherin binding	Yes	Yes		
LEF1.md	primary_functions[0].downstream[0].term	GO:0045944	positive regulation of transcription by RNA polymerase II	positive regulation of transcription by RNA polymerase II	Yes	Yes		
LEF1.md	primary_functions[0].downstream[1].term	GO:0008301	DNA binding, bending	DNA binding, bending	Yes	Yes		
LEF1.md	primary_functions[0].processes[0].term	GO:0030217	T cell differentiation	T cell differentiation	Yes	Yes		
LEF1.md	primary_functions[0].processes[1].term	GO:0046632	alpha-beta T cell differentiation	alpha-beta T cell differentiation	Yes	Yes		
LEF1.md	primary_functions[0].processes[2].term	GO:0001942	hair follicle development	hair follicle development	Yes	Yes		
LEF1.md	primary_functions[0].processes[3].term	GO:0031069	hair follicle morphogenesis	hair follicle morphogenesis	Yes	Yes		
LEF1.md	primary_functions[0].roles[0].term	GO:0090263	positive regulation of canonical Wnt signaling pathway	positive regulation of canonical Wnt signaling pathway	Yes	Yes		
LEF1.md	primary_functions[1].activity.term	GO:0008301	DNA binding, bending	DNA binding, bending	Yes	Yes		
LEF1.md	primary_functions[1].location.term	GO:0005634	nucleus	nucleus	Yes	Yes		
LEF1.md	primary_functions[1].upstream[0].term	GO:0003677	DNA binding	DNA binding	Yes	Yes		
LEF1.md	primary_functions[1].downstream[0].term	GO:0000122	negative regulation of transcription by RNA polymerase II	negative regulation of transcription by RNA polymerase II	Yes	Yes		
LEF1.md	primary_functions[1].downstream[1].term	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	DNA-binding transcription activator activity, RNA polymerase II-specific	Yes	Yes		
LEF1.md	primary_functions[1].processes[0].term	GO:0006368	transcription elongation by RNA polymerase II	transcription elongation by RNA polymerase II	Yes	Yes		
LEF1.md	primary_functions[1].processes[1].term	GO:0045892	negative regulation of DNA-templated transcription	negative regulation of DNA-templated transcription	Yes	Yes		
LEF1.md	primary_functions[1].roles[0].term	GO:0003682	chromatin binding	chromatin binding	Yes	Yes		
LEF1.md	phenotypes[0].effects[0].term	HP:0008070	Sparse hair	Sparse hair	Yes	Yes		
LEF1.md	phenotypes[0].effects[1].term	HP:0002843	Abnormal T cell morphology	Abnormal T cell morphology	Yes	Yes		
LEF1.md	phenotypes[0].effects[2].term	HP:0005403	T lymphocytopenia	Decreased total T cell count	No	Yes		
LEF1.md	phenotypes[0].effects[3].term	HP:0000975	Hyperhidrosis	Hyperhidrosis	Yes	Yes		
LEF1.md	phenotypes[0].effects[4].term	HP:0011121	Abnormality of skin morphology	Abnormal skin morphology	No	Yes		
LEF1.md	phenotypes[0].effects[5].term	HP:0001876	Pancytopenia	Pancytopenia	Yes	Yes		
LEF1.md	phenotypes[1].effects[0].term	HP:0001909	Leukemia	Leukemia	Yes	Yes		
LEF1.md	phenotypes[1].effects[1].term	HP:0003003	Colon cancer	Colon cancer	Yes	Yes		
LEF1.md	phenotypes[1].effects[2].term	HP:0100242	Sarcoma	Sarcoma	Yes	Yes		
LEF1.md	phenotypes[1].effects[3].term	MONDO:0004949	acute lymphoblastic leukemia	neoplasm of mature B-cells	No	Yes		
LRP6.md	primary_functions[0].activity.term	GO:0042813	Wnt-activated receptor activity	Wnt receptor activity	No	Yes		
LRP6.md	primary_functions[0].location.term	GO:0005886	plasma membrane	plasma membrane	Yes	Yes		
LRP6.md	primary_functions[0].complex.term	GO:1990851	Wnt signalosome	Wnt-Frizzled-LRP5/6 complex	No	Yes		
LRP6.md	primary_functions[0].upstream[0].term	GO:0017147	Wnt-protein binding	Wnt-protein binding	Yes	Yes		
LRP6.md	primary_functions[0].upstream[1].term	GO:0004674	protein serine/threonine kinase activity	protein serine/threonine kinase activity	Yes	Yes		
LRP6.md	primary_functions[0].downstream[0].term	GO:0090263	positive regulation of canonical Wnt signaling pathway	positive regulation of canonical Wnt signaling pathway	Yes	Yes		
LRP6.md	primary_functions[0].downstream[1].term	GO:1904886	beta-catenin destruction complex disassembly	beta-catenin destruction complex disassembly	Yes	Yes		
LRP6.md	primary_functions[0].processes[0].term	GO:0060070	canonical Wnt signaling pathway	canonical Wnt signaling pathway	Yes	Yes		
LRP6.md	primary_functions[0].processes[1].term	GO:0001701	in utero embryonic development	in utero embryonic development	Yes	Yes		
LRP6.md	primary_functions[0].processes[2].term	GO:0009950	dorsal/ventral axis specification	dorsal/ventral axis specification	Yes	Yes		
LRP6.md	primary_functions[0].roles[0].term	GO:0038023	signaling receptor activity	signaling receptor activity	Yes	Yes		
LRP6.md	primary_functions[1].activity.term	GO:0019904	protein domain specific binding	protein domain specific binding	Yes	Yes		
LRP6.md	primary_functions[1].location.term	GO:0055037	recycling endosome	recycling endosome	Yes	Yes		
LRP6.md	primary_functions[1].processes[0].term	GO:0010906	regulation of glucose metabolic process	regulation of glucose metabolic process	Yes	Yes		
LRP6.md	primary_functions[1].processes[1].term	GO:0042593	glucose homeostasis	glucose homeostasis	Yes	Yes		
LRP6.md	primary_functions[1].processes[2].term	GO:0019216	regulation of lipid metabolic process	regulation of lipid metabolic process	Yes	Yes		
LRP6.md	primary_functions[1].roles[0].term	GO:0005041	low-density lipoprotein particle receptor activity	low-density lipoprotein particle receptor activity	Yes	Yes		
LRP6.md	primary_functions[2].activity.term	GO:0007507	heart development	heart development	Yes	Yes		
LRP6.md	primary_functions[2].location.term	GO:0016020	membrane	membrane	Yes	Yes		
LRP6.md	primary_functions[2].processes[0].term	GO:0003007	heart morphogenesis	heart morphogenesis	Yes	Yes		
LRP6.md	primary_functions[2].processes[1].term	GO:0001947	heart looping	heart looping	Yes	Yes		
LRP6.md	primary_functions[2].processes[2].term	GO:0001570	vasculogenesis	vasculogenesis	Yes	Yes		
LRP6.md	primary_functions[2].roles[0].term	GO:0060840	artery development	artery development	Yes	Yes		
LRP6.md	phenotypes[0].effects[0].term	HP:0001629	Ventricular septal defect	Ventricular septal defect	Yes	Yes		
LRP6.md	phenotypes[0].effects[1].term	HP:0001643	Patent ductus arteriosus	Patent ductus arteriosus	Yes	Yes		
LRP6.md	phenotypes[0].effects[2].term	HP:0000924	Abnormality of the skeletal system	Abnormality of the skeletal system	Yes	Yes		
LRP6.md	phenotypes[0].effects[3].term	HP:0001638	Cardiomyopathy	Cardiomyopathy	Yes	Yes		
LRP6.md	phenotypes[0].effects[4].term	MONDO:0019675	Congenital heart defects	spondyloepimetaphyseal dysplasia with joint laxity	No	Yes		
LRP6.md	phenotypes[1].effects[0].term	HP:0003077	Hyperlipidemia	Hyperlipidemia	Yes	Yes		
LRP6.md	phenotypes[1].effects[1].term	HP:0000855	Insulin resistance	Insulin resistance	Yes	Yes		
LRP6.md	phenotypes[1].effects[2].term	HP:0002155	Hypertriglyceridemia	Hypertriglyceridemia	Yes	Yes		
LRP6.md	phenotypes[1].effects[3].term	HP:0001677	Coronary artery disease	Coronary artery atherosclerosis	No	Yes		
LRP6.md	phenotypes[1].effects[4].term	MONDO:0005148	Type 2 diabetes mellitus	type 2 diabetes mellitus	Yes	Yes		
LRP6.md	phenotypes[1].effects[5].term	MONDO:0015262	Metabolic syndrome X	brachyolmia	No	Yes		
LRP6.md	phenotypes[2].effects[0].term	HP:0004349	Reduced bone mineral density	Reduced bone mineral density	Yes	Yes		
LRP6.md	phenotypes[2].effects[1].term	MONDO:0005298	Osteoporosis	osteoporosis	Yes	Yes		
LRP6.md	phenotypes[2].effects[2].term	HP:0001513	Obesity	Obesity	Yes	Yes		
LRP6.md	phenotypes[2].effects[3].term	MONDO:0005044	Hypertension	hypertensive disorder	No	Yes		
STAT5B.md	primary_functions[0].activity.term	GO:0003700	DNA-binding transcription factor activity	DNA-binding transcription factor activity	Yes	Yes		
STAT5B.md	primary_functions[0].location.term	GO:0005634	nucleus	nucleus	Yes	Yes		
STAT5B.md	primary_functions[0].upstream[0].term	GO:0060396	growth hormone receptor signaling pathway	growth hormone receptor signaling pathway	Yes	Yes		
STAT5B.md	primary_functions[0].upstream[1].term	GO:0038110	interleukin-2-mediated signaling pathway	interleukin-2-mediated signaling pathway	Yes	Yes		
STAT5B.md	primary_functions[0].downstream[0].term	GO:0045944	positive regulation of transcription by RNA polymerase II	positive regulation of transcription by RNA polymerase II	Yes	Yes		
STAT5B.md	primary_functions[0].processes[0].term	GO:0040018	positive regulation of multicellular organism growth	positive regulation of multicellular organism growth	Yes	Yes		
STAT5B.md	primary_functions[0].processes[1].term	GO:0060736	prostate gland growth	prostate gland growth	Yes	Yes		
STAT5B.md	primary_functions[1].activity.term	GO:0045591	positive regulation of regulatory T cell differentiation	positive regulation of regulatory T cell differentiation	Yes	Yes		
STAT5B.md	primary_functions[1].processes[0].term	GO:0030889	negative regulation of B cell proliferation	negative regulation of B cell proliferation	Yes	Yes		
STAT5B.md	primary_functions[1].processes[1].term	GO:0001779	natural killer cell differentiation	natural killer cell differentiation	Yes	Yes		
STAT5B.md	primary_functions[1].roles[0].term	GO:0032733	positive regulation of interleukin-10 production	positive regulation of interleukin-10 production	Yes	Yes		
STAT5B.md	phenotypes[0].effects[0].term	MONDO:0019280	growth hormone insensitivity syndrome	hypertrichosis	No	Yes		
STAT5B.md	phenotypes[0].effects[1].term	HP:0002719	Recurrent infections	Recurrent infections	Yes	Yes		
STAT5B.md	phenotypes[0].effects[2].term	HP:0002960	Autoimmunity	Autoimmunity	Yes	Yes		
STAT5B.md	phenotypes[0].effects[3].term	HP:0008897	Postnatal growth retardation	Postnatal growth retardation	Yes	Yes		
STAT5B.md	phenotypes[0].effects[4].term	HP:0000823	Delayed puberty	Delayed puberty	Yes	Yes		
STAT5B.md	phenotypes[0].effects[5].term	HP:0008202	Prolactin deficiency	Reduced circulating prolactin concentration	No	Yes		
STAT5B.md	phenotypes[1].effects[0].term	MONDO:0020518	T-cell large granular lymphocyte leukemia	Hashimoto-Pritzker syndrome	No	Yes		
STAT5B.md	phenotypes[1].effects[1].term	MONDO:0019472	hepatosplenic T-cell lymphoma	extranodal nasal NK/T cell lymphoma	No	Yes		
